Index,SongName,ArtistName,SongID,Popularity
802,The Final Game,Carlos Rafael Rivera,21ROIH2f7PS4nviwYSlW8q,41
803,Grenade,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,81
804,Grenade,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,81
805,Two of Us,Louis Tomlinson,1eqwjXdMTed8Pz3PLNcHe9,67
806,Our Song,Anne-Marie,3fGW43fnu3OHEw6ohTC2Bw,74
807,What If (I Told You I Like You),Johnny Orlando,4v7DgEMw6EvYyuQ4eWFD9l,77
808,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,90
809,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,88
810,Perfect,One Direction,3NLnwwAQbbFKcEcV8hDItk,79
811,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,55n9yjI6qqXh5F2mYvUc2y,81
812,Break My Heart Myself (feat. Travis Barker),Bebe Rexha,3UjGudrhckjEQjKHLR3p5G,59
813,Lost Cause,Billie Eilish,6AtjimTjYWhch6tMf8f75b,0
814,Nothing's the Same,Alexander 23,3vSLSOhE8HWBC2WiN0j0hD,64
815,Nothing's the Same,Alexander 23,3vSLSOhE8HWBC2WiN0j0hD,64
816,Nothing's the Same,Alexander 23,3vSLSOhE8HWBC2WiN0j0hD,64
817,Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,86
818,You Should Run,Moore Kismet,5IH5AcpMQCGSv7vtAL5c6X,52
819,Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,3ZqKbMO9UasuKgQeGT7QZS,41
820,Talking to the Moon,Bruno Mars,4RATA8PsuYPzqnvxuif6Rq,0
821,By Your Side,Jonas Blue,4QTuyRQshEZYurtIDfE6g0,68
822,Hearts on Fire - CORSAK & Willim Remix,ILLENIUM,5gpy8VcqvPox6XHAIJzuCw,41
823,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,82
824,Sweet Dreams,Alan Walker,4uDhts78RdwIDjEqPrYVKp,80
828,You Know You Like It,DJ Snake,57kR5SniQIbsbVoIjjOUDa,73
829,Gone Are The Days (feat. James Gillespie),Kygo,4olrSI30e4RN11Cz2SQgEv,71
830,DRXGS - Rawtek Remix,Yellow Claw,5wxD3flhRR7U6TfayCDQQV,35
831,SOS (feat. Aloe Blacc),Avicii,2x0RZdkZcD8QRI53XT4GI5,75
832,Shade of Yellow,Griff,7qHXEShpUpCcSUbgVjEAoQ,56
833,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
834,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
835,Shade of Yellow,Griff,7qHXEShpUpCcSUbgVjEAoQ,56
836,Reckless,Madison Beer,5ajjAnNRh8bxFvaVHzpPjh,84
837,Lost,Maroon 5,18XlJEroUwFo0tLZxscgXE,79
838,Leave Before You Love Me (with Jonas Brothers),Marshmello,4qu63nuBpdn0qHUHuObEj1,87
839,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
840,Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,86
841,Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,84
842,FEFE,6ix9ine,2l8nEO0vsTRCRnGqQty6qx,75
843,Into Your Arms (feat. Ava Max),Witt Lowry,0b11D9D0hMOYCIMN3OKreM,81
844,Kiss Me Thru The Phone,Soulja Boy,2q4rjDy9WhaN3o9MvDbO21,79
846,Element,Pop Smoke,57BGVV6wcyhbn3hsjlqEZB,80
847,Big Gangsta,Kevin Gates,1Tkhv9DzXOk5a4iIuRw0KW,0
848,Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,87
849,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3KkXRkHbMCARz0aVfEt68P,87
850,Love The Way You Lie,Eminem,15JINEqzVMv3SvJTAXAKED,83
851,734,Juice WRLD,26gXWzhL8DZJSU5sODhVTs,72
852,RAPSTAR,Polo G,43PGPuHIlVOc04jrZVh9L6,84
853,WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,86
854,Crooked Smile (feat. TLC),J. Cole,5gFoAVTN9YlM9uJCrFZtgl,72
855,Shade of Yellow,Griff,7qHXEShpUpCcSUbgVjEAoQ,56
856,Reckless,Madison Beer,5ajjAnNRh8bxFvaVHzpPjh,84
857,seaside_demo,SEB,1SgUjGzbmmMOsGFTVwQ59L,76
858,Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,84
859,Nightlight,ILLENIUM,06kxa3al7bUqRRo5nAFduZ,66
860,Look at the Sky,Porter Robinson,5lXNcc8QeM9KpAWNHAL0iS,62
861,So What (feat. A R I Z O N A),Louis The Child,3By9IFm4E2BvKQygT04O8g,62
863,Deep Blue,William Black,5v51fJZB0MEfhdg4RBR7jK,57
864,Gasoline (feat. Laura White),Cash Cash,5EDFZeXVW1SsQtaNm7A5Pl,51
865,In Your Arms (with X Ambassadors),ILLENIUM,70YPzqSEwJvAIQ6nMs1cjY,67
866,WOW (with Emma Steinbakken),Matoma,0N4lXR2IB0bVwQjNQzDPKy,49
867,Shut The World Out,Kasbo,3Up1MsHqcxUVgB2iuqFRq2,58
868,Moon Rider (feat. Wrabel),Jai Wolf,3PP9CXeE0PYaM5GIGQqBIV,63
870,Good Things Fall Apart (with Jon Bellion),ILLENIUM,6pooRNiLyYpxZeIA5kJ5EX,68
871,UCLA,RL Grime,3OaunNUlXXs5e2PXtNAzzG,73
872,The Bender (with Brando),Matoma,3INNLgKkHn8HOodDulCd7x,59
873,Sweet Time,Porter Robinson,1UvLYkSfgqGbEgykqBWGx6,52
874,Big Love (with EARTHGANG & MNDR),Louis The Child,25Q6XHjKEyaXzCvKlwDpPP,58
876,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
877,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
878,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
879,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
880,Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,86
881,Roses,The Chainsmokers,3vv9phIu6Y1vX3jcqaGz5Z,76
882,Cloudy Day,Tones And I,1l446Y9bxffR2hXpz2ovWb,0
883,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
884,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,84
885,Someone To You,BANNERS,2f0pn9DkEJwAzXApnFh5cr,82
886,Lily,Alan Walker,0lks2Kt9veMOFEAPN0fsqN,76
887,Dernière Danse,Yves V,0ALPIAeij3XRUHuCHQknrI,66
888,Summer Air,Hardwell,7BfLlTV9YpYdosbJ9goVRb,41
889,Hero (feat. Christina Perri),Cash Cash,5g1BARk25uUJtEPSUwcjnU,72
890,Hero (feat. Christina Perri),Cash Cash,5g1BARk25uUJtEPSUwcjnU,72
892,Magic in the Air (feat. Ahmed Chawki),Magic System,3s6ltUrI93LBKU8taezsLn,70
893,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
894,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
895,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
896,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
897,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
898,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
899,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
900,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
901,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
902,Space Melody (Edward Artemyev) (feat. Leony),VIZE,0FRavXSn6XmeItbuJR3VrR,69
903,Another Life (feat. Alida),Lucas & Steve,4snOHAw3BxiKWFeOyLeEpB,62
904,Leave Before You Love Me (with Jonas Brothers),Marshmello,4qu63nuBpdn0qHUHuObEj1,87
905,Perfect Strangers,Jonas Blue,3P3pw6C19j31Rnzgo3JG7o,78
906,EveryTime I Cry,Ava Max,0mV43B6pJWRjcM5TmzNe6d,77
907,Lily,Alan Walker,0lks2Kt9veMOFEAPN0fsqN,76
908,Dernière Danse,Yves V,0ALPIAeij3XRUHuCHQknrI,66
909,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,85
910,Family,The Chainsmokers,3TKpJrY9q49Mj1JOsM9zGL,66
911,By Your Side (feat. Tom Grennan),Calvin Harris,0vR2rIVORmgeKiGIgNT0fV,79
912,Gasoline (feat. Laura White),Cash Cash,5EDFZeXVW1SsQtaNm7A5Pl,51
913,Get Together,David Guetta,46W9QGI2bVjitikXmpHFgv,60
914,Enjoy Enjaami - Spotify Singles (with Dhee feat. Arivu & Santhosh Narayanan),DJ Snake,3z5ITnx50sxmTospLAcM03,56
915,Break My Heart Myself (feat. Travis Barker),Bebe Rexha,3UjGudrhckjEQjKHLR3p5G,59
916,SugarCrash!,ElyOtto,2ePtv8MlBO9nuuXABqAfEX,79
917,Weekend Vibe (feat. Desi Crew),Jubël,19OS2KL8UeOHwRUDP92shv,33
918,Righteous,Juice WRLD,5dOxHHMOFAbG3VH23t0xNm,80
919,Dip (feat. Nicki Minaj) (feat. Nicki Minaj),Tyga,73xXDeBMlC5cdvWoOLWVLo,65
920,YUSO (feat. Lil Wayne & Saweetie),Kid Ink,38Vjqr7xTeIzDpclKOkzli,52
921,Wolves (feat. Post Malone),Big Sean,33gwZOGJWEZ7dRWPqPxBEZ,80
922,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,2r6OAV3WsYtXuXjvJ1lIDi,82
923,Roses,The Chainsmokers,3vv9phIu6Y1vX3jcqaGz5Z,76
924,Cloudy Day,Tones And I,1l446Y9bxffR2hXpz2ovWb,0
925,Space Melody (Edward Artemyev) (feat. Leony),VIZE,0FRavXSn6XmeItbuJR3VrR,69
926,Another Life (feat. Alida),Lucas & Steve,4snOHAw3BxiKWFeOyLeEpB,62
927,Leave Before You Love Me (with Jonas Brothers),Marshmello,4qu63nuBpdn0qHUHuObEj1,87
928,Perfect Strangers,Jonas Blue,3P3pw6C19j31Rnzgo3JG7o,78
929,EveryTime I Cry,Ava Max,0mV43B6pJWRjcM5TmzNe6d,77
930,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,85
931,Dernière Danse,Yves V,0ALPIAeij3XRUHuCHQknrI,66
932,Lily,Alan Walker,0lks2Kt9veMOFEAPN0fsqN,76
933,Family,The Chainsmokers,3TKpJrY9q49Mj1JOsM9zGL,66
934,Leave The Door Open,Bruno Mars,7MAibcTli4IisCtbHKrGMh,87
935,Get Together,David Guetta,46W9QGI2bVjitikXmpHFgv,60
936,Going Dumb,Alesso,7arsXR8AtExnOFN3v3HiJI,72
937,By Your Side (feat. Tom Grennan),Calvin Harris,0vR2rIVORmgeKiGIgNT0fV,79
938,Gasoline (feat. Laura White),Cash Cash,5EDFZeXVW1SsQtaNm7A5Pl,51
939,Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,77
940,Think About You - Galantis Remix,Kygo,4fC6tDEFmSBBCRBUOPeQ8b,53
941,Takeaway,The Chainsmokers,3g0mEQx3NTanacLseoP0Gw,78
942,New Love (feat. Ellie Goulding),Silk City,5iEI2hHcG8bnKmUelPk08F,67
943,Wake Me Up,Avicii,0nrRP2bk19rLc0orkWPQk2,86
944,Faded - Luke Christopher Remix,Alan Walker,1VNbNTzQS0iIVrlaPXUthv,45
945,My House - Chill Mix,Elderbrook,0TVMVtaGg7KUqWGlI9zwjs,45
947,WOW (with Emma Steinbakken),Matoma,0N4lXR2IB0bVwQjNQzDPKy,49
948,Imagine - Tiësto Remix,Ben Platt,0RYqTScbPJ3wijhvWOgLkE,56
949,Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,74
950,Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,74
951,Body Back (feat. Maia Wright) - Deniz Koyu Remix,Gryffin,6D72WFltGvVYuHMzQocBEY,48
952,Magic in the Air (feat. Ahmed Chawki),Magic System,3s6ltUrI93LBKU8taezsLn,70
953,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
954,Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Mozzy,4tYpkgBjxxin7SiUBW0Rtq,62
955,Hate Me,Ellie Goulding,57ZUh59CAsCgnAnHti0GkI,0
956,Lonely (with benny blanco),Justin Bieber,4y4spB9m0Q6026KfkAvy9Q,80
957,u love u (with Tate McRae),blackbear,4RCpHnkhMmm67EKbI4aEO7,66
958,Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,90
959,Slow Clap (with Saweetie),Gwen Stefani,0xLf1SbCnuFfBRbDNauT5b,49
960,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,74
961,Glad You Came,The Wanted,5yDL13y5giogKs2fSNf7sj,79
962,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,81
963,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,90
964,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,81
965,734,Juice WRLD,26gXWzhL8DZJSU5sODhVTs,72
966,Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,1jKlRcH7X78ps1yKBTWyUV,57
967,Life's A Mess II (with Clever & Post Malone),Juice WRLD,4O3RwH1TFG1EjPezLIYehI,73
968,Smile (with The Weeknd),Juice WRLD,6wQlQrTY5mVS8EGaFZVwVF,77
969,Wishing Well,Juice WRLD,4xBW4oAbhrJW1t0MatqB2o,0
970,Real Shit (with benny blanco),Juice WRLD,3uVPLtkmDu8pDkYEAVqbgS,71
971,Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,84
972,Shots,Imagine Dragons,2h6HdN3oPr4JijIQV29hv1,56
973,Shots,Imagine Dragons,2h6HdN3oPr4JijIQV29hv1,56
974,Shots,Imagine Dragons,2h6HdN3oPr4JijIQV29hv1,56
975,Shots,Imagine Dragons,2h6HdN3oPr4JijIQV29hv1,56
976,A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,7hn8Q8WAxFdL4aZ159GI7C,66
977,Stitches,Shawn Mendes,3zkWCteF82vJwv0hRLba76,81
978,There's Nothing Holdin' Me Back,Shawn Mendes,7JJmb5XwzOO8jgpou264Ml,86
979,Lost In Japan,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,74
980,Treat You Better,Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,84
981,Treat You Better,Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,84
982,Señorita - Slowed + Reverb,Dayscar,0xyCZDrwLcFDCqAadiQ4gL,14
983,Señorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,83
984,Señorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,83
985,Señorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,83
986,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,90
987,Call You Mine,The Chainsmokers,2oejEp50ZzPuQTQ6v54Evp,77
988,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,80
989,Real Love,Clean Bandit,1OSfkXfxrSxFPDL0w8L1QY,0
990,Beside You (feat. Georgia Ku),Matoma,6Tdy6tOHVEyBmlObZpGJJc,61
991,Perfect,One Direction,3NLnwwAQbbFKcEcV8hDItk,79
992,Hymn for the Weekend - Seeb Remix,Coldplay,20U4dch5pfxEr6ww1S9tm4,0
993,Two of Us,Louis Tomlinson,1eqwjXdMTed8Pz3PLNcHe9,67
994,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,55n9yjI6qqXh5F2mYvUc2y,81
995,Break My Heart Myself (feat. Travis Barker),Bebe Rexha,3UjGudrhckjEQjKHLR3p5G,59
996,Alive,Empire of the Sun,2O9O26335YYVckmRgPKY3s,66
997,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
998,Radioactive,Imagine Dragons,7GMJKtOtcOAXzV8oxCBr5i,0
999,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,91
1000,Sixteen,Ellie Goulding,4PkIDTPGedm0enzdvilLNd,67
1001,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,90
1002,Black Hole,Griff,7hE9rKqvLBK6WJmUjxJeFs,0
1003,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,88
1004,Break My Heart Myself (feat. Travis Barker),Bebe Rexha,3UjGudrhckjEQjKHLR3p5G,59
1005,bad guy,Billie Eilish,7gqzrIO0qZPKkaqhIZ8ftz,0
1006,Drag Me Down,One Direction,2K87XMYnUMqLcX3zvtAF4G,82
1007,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,33LC84JgLvK2KuW43MfaNq,77
1008,Love Again,Dua Lipa,07x5D6kX3yST64GwDQaOpA,0
1009,Alive,Empire of the Sun,2O9O26335YYVckmRgPKY3s,66
1010,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,84
1011,Shade of Yellow,Griff,7qHXEShpUpCcSUbgVjEAoQ,56
1012,Shade of Yellow,Griff,7qHXEShpUpCcSUbgVjEAoQ,56
1013,Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,86
1014,Don't Wanna Know - Ryan Riback Remix,Maroon 5,5LInnQ09xldtU2CGhT8FYn,49
1015,We're Coming Up,Julie Bergan,641HeBTrjkU6pqCXs2irXc,48
1016,Hero (feat. Christina Perri),Cash Cash,5g1BARk25uUJtEPSUwcjnU,72
1017,Body Back (feat. Maia Wright) - Deniz Koyu Remix,Gryffin,6D72WFltGvVYuHMzQocBEY,48
1018,Floating Through Space,Sia,2AceGjiX9isUbXmMZa0Dl1,74
1019,Roses,The Chainsmokers,3vv9phIu6Y1vX3jcqaGz5Z,76
1020,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,7vFoFDWqTX0mHzLfrF1Cfy,78
1021,Gone Are The Days (feat. James Gillespie),Kygo,4olrSI30e4RN11Cz2SQgEv,71
1022,Gone Are The Days (feat. James Gillespie),Kygo,4olrSI30e4RN11Cz2SQgEv,71
1023,Hero (feat. Christina Perri),Cash Cash,5g1BARk25uUJtEPSUwcjnU,72
1024,good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,95
1025,Señorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,83
1026,In My Blood,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,78
1027,Two of Us,Louis Tomlinson,1eqwjXdMTed8Pz3PLNcHe9,67
1028,Memories,Maroon 5,4cktbXiXOapiLBMprHFErI,87
1029,Imagination,Shawn Mendes,21TcDbGosp7w9YhTjOszgA,77
1030,Rescue Me,OneRepublic,0mjAU3yKR1QnXnHtjGJqTM,74
1031,How Do You Sleep?,Sam Smith,6b2RcmUt1g9N9mQ3CbjX2Y,77
1032,Rewrite The Stars,Zac Efron,630sXRhIcfwr2e4RdNtjKN,75
1033,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,3e7sxremeOE3wTySiOhGiP,79
1034,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2Rk4JlNc2TPmZe2af99d45,78
1035,Love Me Like You Do,Ellie Goulding,0Cy7wt6IlRfBPHXXjmZbcP,81
1036,It's You,Ali Gatie,5DqdesEfbRyOlSS3Tf6c29,83
1037,Break My Heart,Dua Lipa,017PF4Q3l4DBUiWoXk4OWT,81
1038,Beautiful People (feat. Khalid),Ed Sheeran,4evmHXcjt3bTUHD1cvny97,79
1039,Liar,Camila Cabello,7LzouaWGFCy4tkXDOOnEyM,68
1040,Sucker,Jonas Brothers,22vgEDb5hykfaTwLuskFGD,82
1041,Cheating on You,Charlie Puth,0ClPIeT6MSgfSgQ9ZrJbAq,80
1042,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,4hQ6UGyWQIGJmHSo0J88JW,76
1043,Happier,Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,83
1044,So Am I (feat. NCT 127),Ava Max,6hIP8wBnZ74qA0xOXhXt3v,65
1045,Personal,HRVY,33KJ2xFYONOlIYDBg6wPx8,75
1046,That Girl,Olly Murs,6n2QOmyioHfAqwwAh5xZHK,61
1047,Woman Like Me (feat. Nicki Minaj),Little Mix,222B3aljXx6fFwKmFjuBED,73
1048,Best Part of Me (feat. YEBBA),Ed Sheeran,5ug4vqGZ3eisGhY1IsziNX,69
1049,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,90
1050,If I Can't Have You,Shawn Mendes,2GwOEieQqLillRTfgZnM42,0
1051,Sing It With Me,JP Cooper,6JA7luAMEbqSI2VZe5mLHg,69
1052,If I Can't Have You - Gryffin Remix,Shawn Mendes,1IXGILkPm0tOCNeq00kCPa,60
1053,Looking at Me,Sabrina Carpenter,59tskctgqUmjCWAwhzYAFm,74
1054,Call You Mine,The Chainsmokers,2oejEp50ZzPuQTQ6v54Evp,77
1055,Knock Knock,SoFaygo,6aHoPULNO7pSL2ZfUY0bU8,79
1056,I Got You - Cheat Codes Remix,Bebe Rexha,5o5m5E8wtEB2BMr1gwI9Gc,40
1059,Who Do You Love,The Chainsmokers,2fVHrSxsQbJUuj9MW9zG1e,75
1060,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,82
1061,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,82
1062,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,82
1063,Choo Lo,The Local Train,2qgXrzJsry4KgYoJCpuaul,63
1064,Dil Mere,The Local Train,6ZmtxXUXRVjxOhugKkmerC,61
1065,Aaftaab,The Local Train,4LtSTc3xANVhYeeN69nscM,58
1066,Aaoge Tum Kabhi,The Local Train,5VSJ9OfZx8V91A7u8Fuoh1,56
1067,Khudi,The Local Train,3Gc4zbfvgZSBEfpd0aWEFb,53
1068,Dilnawaz,The Local Train,2KDR0VRWbQ88LQ1cdi8T3z,49
1069,Kaisey Jiyun,The Local Train,1H5TcdTdMYvOfJ31SAA6H5,48
1070,Mizaaj,The Local Train,0PivOoKM1sECNTsZ7K6N3h,45
1071,Mere Yaar,The Local Train,6wxm92a18bGEP5N4QusCIx,45
1072,Knock Knock,SoFaygo,6aHoPULNO7pSL2ZfUY0bU8,79
1073,Hero (feat. Christina Perri),Cash Cash,5g1BARk25uUJtEPSUwcjnU,72
1074,Lily,Alan Walker,0lks2Kt9veMOFEAPN0fsqN,76
1075,Solo (feat. Demi Lovato),Clean Bandit,6kPJZM97LwdG9QIsT7khp6,74
1076,Say My Name,David Guetta,0YammaEkYSeo9vQYZ1OwS6,75
1077,We Don't Care,Sigala,6THwtgImf1ZAR2w3iknjeS,60
1078,Without You (feat. Sandro Cavazza),Avicii,6Pgkp4qUoTmJIPn7ReaGxL,79
1079,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,0KoiMHhqKLoL4xM54rcWYY,73
1080,2002,Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,83
1081,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,6mQLN3zRtAp6ovjusyYKrV,76
1082,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,7fa9MBXhVfQ8P8Df9OEbD8,76
1083,Happy Now,Zedd,4keoy2fqgwGnbWlm3ZVZFa,73
1084,No Lie,Sean Paul,48QmG1dfvMuYLxMPt7KSRA,87
1085,Just My Type,The Vamps,29VLdEqFvd0l4JFscCnrp7,66
1086,Lonely Together (feat. Rita Ora),Avicii,2OALaHcDdKkjYEpAr0Qzab,56
1087,Close To Me,Ellie Goulding,2GjMaJ7DacMIkgoe8oMXGg,62
1088,I Like Me Better,Lauv,2P91MQbaiQOfbiz9VqhqKQ,84
1089,Who Do You Love,The Chainsmokers,2fVHrSxsQbJUuj9MW9zG1e,75
1090,Lily,Alan Walker,0lks2Kt9veMOFEAPN0fsqN,76
1091,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,90
1092,Hero (feat. Christina Perri),Cash Cash,5g1BARk25uUJtEPSUwcjnU,72
1093,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
1094,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
1095,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
1096,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
1097,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
1098,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
1099,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
1100,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,82
1101,Sygrayem (Let's Play),Carlos Rafael Rivera,3b34OS7148VGiURvWTYweJ,40
1102,Element,Pop Smoke,57BGVV6wcyhbn3hsjlqEZB,80
1103,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,82
1104,Timber (feat. Ke$ha),Pitbull,3cHyrEgdyYRjgJKSOiOtcS,82
1105,Mask Off,Future,0VgkVdmE4gld66l8iyGjgx,82
1106,MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,91
1107,MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,91
1108,FEFE,6ix9ine,2l8nEO0vsTRCRnGqQty6qx,75
1109,Beware,Big Sean,3Byz6Mk9WCNYeGthiDVti2,72
1110,Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,90
1111,Crooked Smile (feat. TLC),J. Cole,5gFoAVTN9YlM9uJCrFZtgl,72
1112,WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,86
1113,Big Gangsta,Kevin Gates,1Tkhv9DzXOk5a4iIuRw0KW,0
1114,Wishing Well,Juice WRLD,4xBW4oAbhrJW1t0MatqB2o,0
1116,Black Mask (feat. Pop Smoke),Jay Gwuapo,0Tm6x4oJEjijVO7Yuqtfda,56
1117,Dior,Pop Smoke,1rek5HfnFLCDbike8u23ur,0
1118,Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,84
1119,Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,84
1120,Take Me To Church,Hozier,3dYD57lRAUcMHufyqn9GcI,85
1121,Fast Car,Jonas Blue,1MPhAUy41W1BeiMGJ96BNc,0
1122,This Feeling,The Chainsmokers,4NBTZtAt1F13VvlSKe6KTl,75
1123,Hope,The Chainsmokers,4BiiOzZCrXEzHRLYcYFiD5,69
1124,Hope,The Chainsmokers,4BiiOzZCrXEzHRLYcYFiD5,69
1125,Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,87
